title;link;published
무너진 교권 회복, 교사의 역할과 위상 달라져야 - K스피릿;https://news.google.com/rss/articles/CBMiPmh0dHA6Ly93d3cuaWtvcmVhbnNwaXJpdC5jb20vbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTcyMTM30gFBaHR0cDovL3d3dy5pa29yZWFuc3Bpcml0LmNvbS9uZXdzL2FydGljbGVWaWV3QW1wLmh0bWw_aWR4bm89NzIxMzc?oc=5;2023-05-22 07:00:00
[캐나다] 온타리오주 교권침해 증가 < 국제 < 기사본문 - 교육플러스;https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LmVkcGwuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTkyMDPSAQA?oc=5;2023-05-18 07:00:00
[시론] 떨어지는 교권, 이제는 막아야 할 때 < 칼럼 < 지성의 전당 < 기사 ... - 한국대학신문;https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vbmV3cy51bm4ubmV0L25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz01NDY3NjbSAQA?oc=5;2023-05-16 07:00:00
경기도교육청, 경기교권보호지원센터 6센터 확대 운영 外 - 퍼블릭뉴스;https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vd3d3LnBzbmV3cy5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MjAyNDg5OdIBAA?oc=5;2023-05-16 07:00:00
"조희연 서울시교육감 ""교권 추락 위기 특단 대책 마련해야"" - 머니투데이";https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vbmV3cy5tdC5jby5rci9tdHZpZXcucGhwP25vPTIwMjMwNTEyMTMwMDM5MTYzMTXSAT1odHRwczovL20ubXQuY28ua3IvcmVuZXcvdmlld19hbXAuaHRtbD9ubz0yMDIzMDUxMjEzMDAzOTE2MzE1?oc=5;2023-05-14 07:00:00
"학생들 외침 ""학생인권과 교권은 제로섬 게임 아냐"" - 오마이뉴스";https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3Lm9obXluZXdzLmNvbS9OV1NfV2ViL1ZpZXcvYXRfcGcuYXNweD9DTlROX0NEPUEwMDAyOTI3MTYx0gFCaHR0cHM6Ly9tLm9obXluZXdzLmNvbS9OV1NfV2ViL01vYmlsZS9hbXAuYXNweD9DTlROX0NEPUEwMDAyOTI3MTYx?oc=5;2023-05-13 07:00:00
“스승의 은혜는 옛말”… 교권, 어디까지 추락하나 - 조선에듀;https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vZWR1LmNob3N1bi5jb20vc2l0ZS9kYXRhL2h0bWxfZGlyLzIwMjMvMDUvMTAvMjAyMzA1MTAwMjE2My5odG1s0gEA?oc=5;2023-05-10 07:00:00
[에듀 포커스] 교권과 학생인권을 하나로, 첫발 뗀 전북교육인권조례 - 에듀프레스;https://news.google.com/rss/articles/CBMiOGh0dHA6Ly93d3cuZWR1cHJlc3Mua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTEwMzMz0gEA?oc=5;2023-04-29 07:00:00
[사설] 교권침해 문제, 교육의 기본문제로 접근해야 - 울산매일;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3Lml1c20uY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTEwMTQwMzjSAT1odHRwczovL3d3dy5pdXNtLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz0xMDE0MDM4?oc=5;2023-04-27 07:00:00
“수업방해·교권침해 학생 교실서 퇴실” ..교총, 생활지도권 강화 요구 - 에듀프레스;https://news.google.com/rss/articles/CBMiOGh0dHA6Ly93d3cuZWR1cHJlc3Mua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTEwMzE10gEA?oc=5;2023-04-26 07:00:00
"[그래?픽!]""저도 선생님 XX까요"" 교권 추락…학생인권 때문이라고? - 노컷뉴스";https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbS5ub2N1dG5ld3MuY28ua3IvbmV3cy81OTMxNjYw0gEA?oc=5;2023-04-24 07:00:00
싸움 말렸다고 선생님 '살해 협박'…심각한 교권침해 - 노컷뉴스;https://news.google.com/rss/articles/CBMiKGh0dHBzOi8vd3d3Lm5vY3V0bmV3cy5jby5rci9uZXdzLzU5MzE4OTfSASpodHRwczovL20ubm9jdXRuZXdzLmNvLmtyL25ld3MvYW1wLzU5MzE4OTc?oc=5;2023-04-21 07:00:00
"""학부모 교권침해 매년 늘어도 대응 속수무책"" | 서울특별시 미디어재단 ... - TBS뉴스";https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vdGJzLnNlb3VsLmtyL25ld3MvbmV3c1ZpZXcuZG8_dHlwXzgwMD03JmlkeF84MDA9MzQ5NDgwMiZzZXFfODAwPTIwNDg3NDYz0gEA?oc=5;2023-04-20 07:00:00
'교권 강화' 제도화 급물살...학생인권조례는 폐지 수순 - YTN;https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vd3d3Lnl0bi5jby5rci9fbG4vMDEwM18yMDIzMDQxNzE4MjY0MzU0MTLSAUNodHRwczovL20ueXRuLmNvLmtyL25ld3Nfdmlldy5hbXAucGhwP3BhcmFtPTAxMDNfMjAyMzA0MTcxODI2NDM1NDEy?oc=5;2023-04-17 07:00:00
윤석열 정부의 교권 강화: 학생과 교사 사이의 갈등만 키우는 통제 강화 ... - 노동자 연대;https://news.google.com/rss/articles/CBMiIWh0dHBzOi8vd3NwYXBlci5vcmcvYXJ0aWNsZS8yOTI0OdIBAA?oc=5;2023-04-07 07:00:00
띵동! '교권 강화' 피자가 도착했습니다! - 뉴닉;https://news.google.com/rss/articles/CBMiH2h0dHBzOi8vbmV3bmVlay5jby9wb3N0L1RxRklZUS_SAQA?oc=5;2023-03-29 07:00:00
교권보호와 학생인권, 상충되는 게 아니다 - 한국일보;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3Lmhhbmtvb2tpbGJvLmNvbS9OZXdzL1JlYWQvQTIwMjMwMzIzMTQxNjAwMDUxNzLSAQA?oc=5;2023-03-24 07:00:00
책상에 드러눕거나 자리 무단이탈…수업 방해해도 '교권 침해' - 한겨레;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9zb2NpZXR5L3NjaG9vbGluZy8xMDg0NjUzLmh0bWzSAQA?oc=5;2023-03-22 07:00:00
"'전북교육인권조례' 엇갈린 시각...전북교육청 ""교권보호"" vs 전교조 ... - 교육플러스";https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LmVkcGwuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTg2MzXSAQA?oc=5;2023-03-21 07:00:00
[서산] 학생 인권과 교권은 대립되는가… 해답은? - 오마이뉴스;https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3Lm9obXluZXdzLmNvbS9OV1NfV2ViL1ZpZXcvYXRfcGcuYXNweD9DTlROX0NEPUEwMDAyOTExMTAx0gFCaHR0cHM6Ly9tLm9obXluZXdzLmNvbS9OV1NfV2ViL01vYmlsZS9hbXAuYXNweD9DTlROX0NEPUEwMDAyOTExMTAx?oc=5;2023-03-18 07:00:00
"""교권침해 학생 기록 작성·보존 법률로 의무화""...조경태 '교원지위법 ... - 교육플러스";https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LmVkcGwuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTg1NTDSAQA?oc=5;2023-03-14 07:00:00
학생·학부모는 ‘손찌검’ 교장은 ‘성희롱’…무너지는 교권 [박명원의 사건수첩] - 세계일보;https://news.google.com/rss/articles/CBMiJ2h0dHBzOi8vbS5zZWd5ZS5jb20vdmlldy8yMDIzMDMxMDUxNTEyNNIBKmh0dHBzOi8vbS5zZWd5ZS5jb20vYW1wVmlldy8yMDIzMDMxMDUxNTEyNA?oc=5;2023-03-11 08:00:00
[PD수첩] 무너지는 교권, 아동학대 혐의로 고소당한 선생님들 - MBC뉴스;https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vaW1uZXdzLmltYmMuY29tL25ld3MvMjAyMy9zb2NpZXR5L2FydGljbGUvNjQ2MTk3NV8zNjEyNi5odG1s0gFEaHR0cHM6Ly9pbW5ld3MuaW1iYy5jb20vbmV3cy8yMDIzL3NvY2lldHkvYXJ0aWNsZS82NDYxOTc1XzM2MTI3Lmh0bWw?oc=5;2023-03-07 08:00:00
[학생인권조례 10년] ② 무너진 교권에 교육 현장은 '아우성' - 연합뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vd3d3LnluYS5jby5rci92aWV3L0FLUjIwMjMwMjI4MDk0NjAwMDU10gExaHR0cHM6Ly9tLnluYS5jby5rci9hbXAvdmlldy9BS1IyMDIzMDIyODA5NDYwMDA1NQ?oc=5;2023-03-02 08:00:00
[교육칼럼] 교권 침해와 담임 기피·보직 외면 - 경북일보;https://news.google.com/rss/articles/CBMiPmh0dHBzOi8vd3d3Lmt5b25nYnVrLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0yMTI0MTY20gEA?oc=5;2023-02-14 08:00:00
추락하는 교권, 날개는 없을까 - 경남신문;https://news.google.com/rss/articles/CBMiOmh0dHA6Ly93d3cua25uZXdzLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcucGhwP2lkeG5vPTEzOTY0NTjSAQA?oc=5;2023-02-07 08:00:00
[송미나 칼럼] 교권, 교사와 학생의 힘의 균형을 찾아야 한다 - 교육플러스;https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LmVkcGwuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTgyMjjSAQA?oc=5;2023-01-29 08:00:00
"윤건영 교육감이 던진 교권확보책… ""학부모는 선생님을 존중합니다"" - 교육플러스";https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LmVkcGwuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTgxNzHSAQA?oc=5;2023-01-23 08:00:00
[전재학 칼럼] 교권침해, 더 방치해선 안돼 - 교육플러스;https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LmVkcGwuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTgxNDDSAQA?oc=5;2023-01-18 08:00:00
[포켓이슈] 교권 추락의 해결책이 생활기록부? - 연합뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vd3d3LnluYS5jby5rci92aWV3L01ZSDIwMjMwMTA0MDEwODAwNzk30gExaHR0cHM6Ly9tLnluYS5jby5rci9hbXAvdmlldy9NWUgyMDIzMDEwNDAxMDgwMDc5Nw?oc=5;2023-01-06 08:00:00
"교육부 교권침해 대응 강화 방안에 교원3단체 반응은?...""보완과 협의 ... - 교육플러스";https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LmVkcGwuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTc5NjfSAQA?oc=5;2022-12-28 08:00:00
[지금, 여기] 교권과 학생 인권은 반대말이 아니다 - 경향신문;https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vbS5raGFuLmNvLmtyL2FydGljbGUvMjAyMjEyMTIwMzAwMDY10gE_aHR0cHM6Ly9tLmtoYW4uY28ua3Ivb3Bpbmlvbi9jb2x1bW4vYXJ0aWNsZS8yMDIyMTIxMjAzMDAwNjUvYW1w?oc=5;2022-12-12 08:00:00
"""교권침해 학생 생기부 기록, 심리치료 등 미이행 시 과태료 300만원 ... - 교육플러스";https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LmVkcGwuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTc2NzfSAQA?oc=5;2022-11-30 08:00:00
[무너진 교권 이대로 좋은가?] (상) 실태 : 맞고 욕듣고 신고당하기 일쑤 - 전북일보;https://news.google.com/rss/articles/CBMiKmh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZS8yMDIyMTAxNzU4MDIzONIBLWh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZUFtcC8yMDIyMTAxNzU4MDIzOA?oc=5;2022-10-17 07:00:00
